optimizer_name,lr,seed,diverged,steps_completed,best_val_loss,final_val_loss,mean_grad_norm,wall_clock_seconds
adamw,9.487e-05,0,False,500,0.6933818846940994,0.6933818846940994,0.21361675111949444,8.010095596313477
adamw,9.487e-05,1,False,500,0.6916473090648652,0.6974935978651047,0.22610791362076998,7.396036624908447
adamw,9.487e-05,2,False,500,0.6920291155576705,0.6920291155576705,0.22047151135653256,7.174456357955933
adamw,0.0002276,0,False,500,0.692609429359436,0.6929672509431839,0.2216233847513795,7.145903825759888
adamw,0.0002276,1,False,500,0.691271835565567,0.6985758155584335,0.22994242231547832,7.19581937789917
adamw,0.0002276,2,False,500,0.6924977540969849,0.6936519622802735,0.23552679742500185,7.21889853477478
adamw,0.0005335,0,False,500,0.6924594134092331,0.6924594134092331,0.26118569617718457,7.177363395690918
adamw,0.0005335,1,False,500,0.6912627637386322,0.6976952761411667,0.23908781652897595,7.19134521484375
adamw,0.0005335,2,False,500,0.6924074232578278,0.6924074232578278,0.2613203557245433,7.150061368942261
adamw,0.001265,0,False,500,0.6934528052806854,0.6959736168384552,0.2896308009047061,7.200013160705566
adamw,0.001265,1,False,500,0.691721859574318,0.6936057895421982,0.25733499780483543,7.212289333343506
adamw,0.001265,2,False,500,0.6926208823919296,0.6940952211618423,0.2652744560921565,7.179326772689819
adamw,0.003,0,False,500,0.693354919552803,0.6938082844018936,0.25632759152818474,7.172845840454102
adamw,0.003,1,False,500,0.6914700120687485,0.6946404099464416,0.2269399758237414,7.167567491531372
adamw,0.003,2,False,500,0.6919885873794556,0.6937870413064957,0.25547131107421595,7.185422420501709
adamw,0.007114,0,False,500,0.6919256836175919,0.6932356864213943,0.19825444797147065,7.143680810928345
adamw,0.007114,1,False,500,0.6914169520139695,0.6947950780391693,0.1979066356627736,7.691377878189087
adamw,0.007114,2,False,500,0.6924379467964172,0.6931177884340286,0.18973236281308345,8.150495052337646
adamw,0.01687,0,False,500,0.6928328096866607,0.6936828583478928,0.3521149391248473,7.395392894744873
adamw,0.01687,1,False,500,0.6909593850374222,0.6933446586132049,0.32900717357499526,7.1897666454315186
adamw,0.01687,2,False,500,0.6932727366685867,0.6935969084501267,0.35182191839371807,7.172977447509766
adamw,0.04,0,False,500,0.691568186879158,0.6952545464038848,0.3967012667185627,7.148073434829712
adamw,0.04,1,False,500,0.691705971956253,0.6953349471092224,0.3309255859646946,7.218669414520264
adamw,0.04,2,False,500,0.6913959383964539,0.6946414947509766,0.29239478318812323,7.189997434616089
adamw,0.09487,0,False,500,0.6927202314138412,0.698296183347702,0.27156885620606774,7.152819633483887
adamw,0.09487,1,False,500,0.6915768265724183,0.6994201242923737,0.23763119555116283,7.1527099609375
adamw,0.09487,2,False,500,0.6908606648445129,0.6926427543163299,0.24850466806079202,7.205942392349243
muon,0.0006325,0,False,500,0.693278244137764,0.6961227983236313,0.20335721994936468,20.40211272239685
muon,0.0006325,1,False,500,0.6918475359678269,0.6977969497442246,0.20583854493498802,20.436561346054077
muon,0.0006325,2,False,500,0.6927834898233414,0.6942269474267959,0.23342788626998662,20.284953355789185
muon,0.001517,0,False,500,0.6926883846521378,0.6964953720569611,0.21673665231466294,20.282800436019897
muon,0.001517,1,False,500,0.6922330111265182,0.6965479135513306,0.2109978518784046,21.291037559509277
muon,0.001517,2,False,500,0.6927149146795273,0.6928137540817261,0.24262899443507194,20.437437295913696
muon,0.003557,0,False,500,0.694110968708992,0.696566379070282,0.22951593447849156,20.320056438446045
muon,0.003557,1,False,500,0.6913246393203736,0.6964779198169708,0.21364553352445365,20.31342649459839
muon,0.003557,2,False,500,0.692644327878952,0.6953611522912979,0.26034674125909807,20.27352809906006
muon,0.008434,0,False,500,0.6930253237485886,0.6930253237485886,0.2485003099925816,20.248423099517822
muon,0.008434,1,False,500,0.6917622089385986,0.6968949913978577,0.21994706769194455,20.286600589752197
muon,0.008434,2,False,500,0.6944998353719711,0.6957916975021362,0.27225331163592636,20.667239665985107
muon,0.02,0,False,500,0.6909533649682998,0.695609650015831,0.24571721014380454,20.296085119247437
muon,0.02,1,False,500,0.6909736961126327,0.6961020112037659,0.229227588028647,20.15727186203003
muon,0.02,2,False,500,0.6928439170122147,0.6929144084453582,0.27809172260575,20.28228187561035
muon,0.04743,0,False,500,0.6918327361345291,0.6941201359033584,0.35375298153050244,20.182965755462646
muon,0.04743,1,False,500,0.6907017230987549,0.6963742285966873,0.2463451308850199,20.23856258392334
muon,0.04743,2,False,500,0.6916488856077194,0.6947784930467605,0.2882278051469475,20.27339196205139
muon,0.1125,0,False,500,0.6920823186635972,0.6920823186635972,0.26174660755414514,20.22874641418457
muon,0.1125,1,False,500,0.6904806435108185,0.694424831867218,0.2535236997939646,20.159080505371094
muon,0.1125,2,False,500,0.6921836346387863,0.694496551156044,0.2791295773107558,20.296798706054688
muon,0.2667,0,False,500,0.6914733290672302,0.6943870842456817,0.2905359741686843,20.25272297859192
muon,0.2667,1,False,500,0.692553824186325,0.6950004070997238,0.2854221693230793,20.172274351119995
muon,0.2667,2,False,500,0.6944001615047455,0.6944001615047455,0.2876532472893596,20.18037986755371
muon,0.6325,0,False,500,0.6900594621896744,0.693116357922554,0.33797157629579305,20.263293743133545
muon,0.6325,1,False,500,0.690179294347763,0.6916901677846908,0.31144499831460415,20.183688163757324
muon,0.6325,2,False,500,0.6921257704496384,0.6921257704496384,0.31771810360066594,20.28749442100525
