optimizer,condition,lr,step,val_loss
nero,schedule_500,0.07114,325,2.140214478969574
nero,schedule_500,0.07114,350,2.088721203804016
nero,schedule_500,0.07114,375,2.052510106563568
nero,schedule_500,0.07114,400,2.0277816712856294
nero,schedule_500,0.07114,425,2.00476416349411
nero,schedule_500,0.07114,450,1.980466067790985
nero,schedule_500,0.07114,475,1.9665079414844513
nero,schedule_500,0.07114,500,1.9401782393455504
nero,hero_3000,0.03,150,2.7279057145118712
nero,hero_3000,0.03,300,2.4993682503700256
nero,hero_3000,0.03,450,2.434707009792328
nero,hero_3000,0.03,600,2.0983137845993043
nero,hero_3000,0.03,750,1.9527604401111602
nero,hero_3000,0.03,900,1.8067619323730468
nero,hero_3000,0.03,1050,2.069115471839905
nero,hero_3000,0.03,1200,1.7858569025993347
nero,hero_3000,0.03,1350,1.704259741306305
nero,hero_3000,0.03,1500,1.6490109741687775
nero,hero_3000,0.03,1650,1.64159334897995
nero,hero_3000,0.03,1800,1.6225379645824431
nero,hero_3000,0.03,1950,1.5851680517196656
nero,hero_3000,0.03,2100,1.5658347606658936
nero,hero_3000,0.03,2250,1.5657199621200562
nero,hero_3000,0.03,2400,1.5413334727287293
nero,hero_3000,0.03,2550,1.5444315671920776
nero,hero_3000,0.03,2700,1.5354404509067536
nero,hero_3000,0.03,2850,1.5423808932304381
nero,hero_3000,0.03,3000,1.5675424218177796
muon,flat_500,0.02,25,2.603396701812744
muon,flat_500,0.02,50,2.4778192043304443
muon,flat_500,0.02,75,2.333485019207001
muon,flat_500,0.02,100,2.164715921878815
muon,flat_500,0.02,125,2.0554670214653017
muon,flat_500,0.02,150,1.9738639652729035
muon,flat_500,0.02,175,1.9026699304580688
muon,flat_500,0.02,200,1.8605779111385345
muon,flat_500,0.02,225,1.8256209075450898
muon,flat_500,0.02,250,1.7786517918109894
muon,flat_500,0.02,275,1.7465311229228973
muon,flat_500,0.02,300,1.7254616975784303
muon,flat_500,0.02,325,1.7271036028862
muon,flat_500,0.02,350,1.7119743347167968
muon,flat_500,0.02,375,1.6779171526432037
muon,flat_500,0.02,400,1.6703683257102966
muon,flat_500,0.02,425,1.6699428677558898
muon,flat_500,0.02,450,1.658895617723465
muon,flat_500,0.02,475,1.658415961265564
muon,flat_500,0.02,500,1.636207890510559
muon,schedule_500,0.02,25,3.067221534252167
muon,schedule_500,0.02,50,2.599501883983612
muon,schedule_500,0.02,75,2.4715559840202332
muon,schedule_500,0.02,100,2.3450114250183107
muon,schedule_500,0.02,125,2.1919468998908997
muon,schedule_500,0.02,150,2.083011281490326
muon,schedule_500,0.02,175,1.9894508600234986
muon,schedule_500,0.02,200,1.932881271839142
muon,schedule_500,0.02,225,1.8762098789215087
muon,schedule_500,0.02,250,1.8162990272045136
muon,schedule_500,0.02,275,1.7783573865890503
muon,schedule_500,0.02,300,1.7507560968399047
muon,schedule_500,0.02,325,1.7240787982940673
muon,schedule_500,0.02,350,1.7085254192352295
muon,schedule_500,0.02,375,1.6652805507183075
muon,schedule_500,0.02,400,1.6602423250675202
muon,schedule_500,0.02,425,1.6565158784389495
muon,schedule_500,0.02,450,1.6429998338222505
muon,schedule_500,0.02,475,1.635571539402008
muon,schedule_500,0.02,500,1.6146575450897216
muon,hero_3000,0.04743,150,2.427374529838562
muon,hero_3000,0.04743,300,1.8509975850582123
muon,hero_3000,0.04743,450,1.7609443426132203
muon,hero_3000,0.04743,600,1.7195505678653717
muon,hero_3000,0.04743,750,1.7053706049919128
muon,hero_3000,0.04743,900,1.652354460954666
muon,hero_3000,0.04743,1050,1.6290825366973878
muon,hero_3000,0.04743,1200,1.616460257768631
muon,hero_3000,0.04743,1350,1.5967883884906768
muon,hero_3000,0.04743,1500,1.5593592345714569
muon,hero_3000,0.04743,1650,1.56122425198555
muon,hero_3000,0.04743,1800,1.5447287619113923
muon,hero_3000,0.04743,1950,1.5264409124851226
muon,hero_3000,0.04743,2100,1.5010942697525025
muon,hero_3000,0.04743,2250,1.5112507164478302
muon,hero_3000,0.04743,2400,1.4926732361316681
muon,hero_3000,0.04743,2550,1.5050055801868438
muon,hero_3000,0.04743,2700,1.4914874970912932
muon,hero_3000,0.04743,2850,1.5039697647094727
muon,hero_3000,0.04743,3000,1.5260361194610597
